City,Filing_Method,Marital_Status,Children_or_No_Children_Status,Age_Range,Count_of_Tax_Filers
Orillia ,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,640
Orillia ,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,850
Orillia ,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,1020
Orillia ,Netfile,Married or Living common-law,No Children Declared,65 and Older,1040
Orillia ,Netfile,Married or Living common-law,With Children Declared,26 - 64,1470
Orillia ,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,1570
Orillia ,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,1700
Orillia ,Netfile,Married or Living common-law,No Children Declared,26 - 64,1820
Orillia ,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,2830
Orillia ,Efile,Married or Living common-law,With Children Declared,26 - 64,2840
Orillia ,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,3550
Orillia ,Efile,Married or Living common-law,No Children Declared,65 and Older,3780
Orillia ,Efile,Married or Living common-law,No Children Declared,26 - 64,3930
Oshawa ,Paper,Married or Living common-law,No Children Declared,18 and Under,0
Oshawa ,Paper,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Oshawa ,Paper,"Single, divorced, separated or widowed",With Children Declared,65 and Older,0
Oshawa ,Paper,Unstated,No Children Declared,18 and Under,0
Oshawa ,Netfile,Married or Living common-law,No Children Declared,18 and Under,0
Oshawa ,Netfile,Married or Living common-law,With Children Declared,18 and Under,0
Oshawa ,Efile,Married or Living common-law,No Children Declared,18 and Under,0
Oshawa ,Efile,Married or Living common-law,With Children Declared,18 and Under,0
Oshawa ,Paper,Unstated,No Children Declared,19 - 25,10
Oshawa ,Paper,Unstated,With Children Declared,26 - 64,10
Oshawa ,Netfile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,10
Oshawa ,Netfile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,10
Oshawa ,Efile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,10
Oshawa ,Paper,Married or Living common-law,With Children Declared,65 and Older,20
Oshawa ,Paper,Married or Living common-law,With Children Declared,19 - 25,30
Oshawa ,Netfile,Married or Living common-law,With Children Declared,65 and Older,40
Oshawa ,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,50
Oshawa ,Efile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,50
Oshawa ,Paper,Unstated,No Children Declared,65 and Older,70
Oshawa ,Paper,Married or Living common-law,No Children Declared,19 - 25,80
Oshawa ,Paper,Unstated,No Children Declared,26 - 64,90
Oshawa ,Efile,Married or Living common-law,With Children Declared,65 and Older,180
Oshawa ,Netfile,Married or Living common-law,With Children Declared,19 - 25,270
Oshawa ,Netfile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,440
Oshawa ,Netfile,Married or Living common-law,No Children Declared,19 - 25,450
Oshawa ,Efile,Married or Living common-law,With Children Declared,19 - 25,480
Oshawa ,Efile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,630
Oshawa ,Efile,Married or Living common-law,No Children Declared,19 - 25,700
Oshawa ,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,720
Oshawa ,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,1240
Oshawa ,Netfile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,1660
Oshawa ,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,2050
Oshawa ,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,3230
Oshawa ,Paper,Married or Living common-law,With Children Declared,26 - 64,3340
Oshawa ,Efile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,3730
Oshawa ,Paper,Married or Living common-law,No Children Declared,65 and Older,4010
Oshawa ,Netfile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,4360
Oshawa ,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,4590
Oshawa ,Paper,Married or Living common-law,No Children Declared,26 - 64,4900
Oshawa ,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,4900
Oshawa ,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,7220
Oshawa ,Netfile,Married or Living common-law,No Children Declared,65 and Older,8160
Oshawa ,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,10680
Oshawa ,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,13580
Oshawa ,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,15100
Oshawa ,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,16430
Oshawa ,Efile,Married or Living common-law,No Children Declared,65 and Older,20050
Oshawa ,Netfile,Married or Living common-law,No Children Declared,26 - 64,20560
Oshawa ,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,23700
Oshawa ,Netfile,Married or Living common-law,With Children Declared,26 - 64,25330
Oshawa ,Efile,Married or Living common-law,No Children Declared,26 - 64,30930
Oshawa ,Efile,Married or Living common-law,With Children Declared,26 - 64,31880
Other Non-Residents,Paper,Married or Living common-law,No Children Declared,18 and Under,0
Other Non-Residents,Paper,Married or Living common-law,With Children Declared,19 - 25,0
Other Non-Residents,Paper,Married or Living common-law,With Children Declared,65 and Older,0
Other Non-Residents,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,0
Other Non-Residents,Paper,Unstated,No Children Declared,18 and Under,0
Other Non-Residents,Paper,Unstated,With Children Declared,26 - 64,0
Other Non-Residents,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,0
Other Non-Residents,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,0
Other Non-Residents,Efile,Married or Living common-law,No Children Declared,19 - 25,0
Other Non-Residents,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,0
Other Non-Residents,Paper,Unstated,No Children Declared,19 - 25,20
Other Non-Residents,Netfile,Married or Living common-law,No Children Declared,26 - 64,20
Other Non-Residents,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,20
Other Non-Residents,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,30
Other Non-Residents,Efile,Married or Living common-law,No Children Declared,26 - 64,80
Other Non-Residents,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,120
Other Non-Residents,Paper,Unstated,No Children Declared,26 - 64,330
Other Non-Residents,Paper,Married or Living common-law,No Children Declared,19 - 25,550
Other Non-Residents,Paper,Married or Living common-law,With Children Declared,26 - 64,570
Other Non-Residents,Paper,Unstated,No Children Declared,65 and Older,600
Other Non-Residents,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,2320
Other Non-Residents,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,5760
Other Non-Residents,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,7330
Other Non-Residents,Paper,Married or Living common-law,No Children Declared,65 and Older,10780
Other Non-Residents,Paper,Married or Living common-law,No Children Declared,26 - 64,16570
Other regions of Alberta,Paper,Married or Living common-law,With Children Declared,18 and Under,0
Other regions of Alberta,Paper,Unstated,With Children Declared,19 - 25,0
Other regions of Alberta,Netfile,Married or Living common-law,No Children Declared,18 and Under,0
Other regions of Alberta,Netfile,Married or Living common-law,With Children Declared,18 and Under,0
Other regions of Alberta,Paper,Unstated,With Children Declared,65 and Older,10
Other regions of Alberta,Paper,Unstated,No Children Declared,18 and Under,30
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,30
Other regions of Alberta,Paper,Married or Living common-law,No Children Declared,18 and Under,40
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",With Children Declared,18 and Under,40
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,40
Other regions of Alberta,Efile,Married or Living common-law,With Children Declared,18 and Under,50
Other regions of Alberta,Paper,Unstated,With Children Declared,26 - 64,60
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,60
Other regions of Alberta,Paper,Unstated,No Children Declared,19 - 25,80
Other regions of Alberta,Efile,Married or Living common-law,No Children Declared,18 and Under,80
Other regions of Alberta,Netfile,Married or Living common-law,With Children Declared,65 and Older,90
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",With Children Declared,65 and Older,140
Other regions of Alberta,Paper,Married or Living common-law,With Children Declared,65 and Older,170
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,190
Other regions of Alberta,Paper,Unstated,No Children Declared,65 and Older,250
Other regions of Alberta,Paper,Unstated,No Children Declared,26 - 64,290
Other regions of Alberta,Paper,Married or Living common-law,With Children Declared,19 - 25,350
Other regions of Alberta,Paper,Married or Living common-law,No Children Declared,19 - 25,470
Other regions of Alberta,Efile,Married or Living common-law,With Children Declared,65 and Older,520
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,650
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,710
Other regions of Alberta,Netfile,Married or Living common-law,With Children Declared,19 - 25,1040
Other regions of Alberta,Netfile,Married or Living common-law,No Children Declared,19 - 25,1710
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,1780
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,2750
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,2820
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,3550
Other regions of Alberta,Efile,Married or Living common-law,With Children Declared,19 - 25,4380
Other regions of Alberta,Efile,Married or Living common-law,No Children Declared,19 - 25,4600
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,4830
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,5000
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,5300
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,6350
Other regions of Alberta,Paper,Married or Living common-law,With Children Declared,26 - 64,6540
Other regions of Alberta,Paper,Married or Living common-law,No Children Declared,65 and Older,7820
Other regions of Alberta,Netfile,Married or Living common-law,No Children Declared,65 and Older,9130
Other regions of Alberta,Paper,Married or Living common-law,No Children Declared,26 - 64,10730
Other regions of Alberta,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,11520
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,12020
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,12720
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,13880
Other regions of Alberta,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,19520
Other regions of Alberta,Netfile,Married or Living common-law,No Children Declared,26 - 64,25980
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,26690
Other regions of Alberta,Netfile,Married or Living common-law,With Children Declared,26 - 64,26870
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,29950
Other regions of Alberta,Efile,Married or Living common-law,No Children Declared,65 and Older,48070
Other regions of Alberta,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,49840
Other regions of Alberta,Efile,Married or Living common-law,With Children Declared,26 - 64,80950
Other regions of Alberta,Efile,Married or Living common-law,No Children Declared,26 - 64,82440
