CMA_or_CA,Filing_Method,Major_Source_of_Income,Total_Income_Range,Complexity,Count_of_Taxfilers
Oshawa CMA,Netfile,Investment,"$100,000 and Above",Simple,0
Oshawa CMA,Netfile,Multiple sources of income,"Less than $25,000",Complex,0
Oshawa CMA,Netfile,Multiple sources of income,"Less than $25,000",Simple,0
Oshawa CMA,Netfile,Multiple sources of income,"Between $25,000 and $49,999",Complex,0
Oshawa CMA,Netfile,Self-employment,"Less than $25,000",Simple,0
Oshawa CMA,Efile,Investment,"$100,000 and Above",Simple,0
Oshawa CMA,Efile,Multiple sources of income,"Less than $25,000",Complex,0
Oshawa CMA,Efile,Multiple sources of income,"Less than $25,000",Simple,0
Oshawa CMA,Efile,Self-employment,"Less than $25,000",Simple,0
Oshawa CMA,Efile,Self-employment,"Between $25,000 and $49,999",Simple,0
Oshawa CMA,Efile,Self-employment,"$100,000 and Above",Simple,0
Other Non-Residents,Paper,Employment,"Less than $25,000",Simple,"11,630"
Other Non-Residents,Paper,Pension,"Less than $25,000",Simple,"10,670"
Other Non-Residents,Paper,No income,"Less than $25,000",Simple,"6,150"
Other Non-Residents,Paper,Investment,"Less than $25,000",Complex,"4,490"
Other Non-Residents,Paper,Employment,"Between $25,000 and $49,999",Simple,"2,830"
Other Non-Residents,Paper,Employment,"$100,000 and Above",Simple,"1,860"
Other Non-Residents,Paper,Employment,"Between $50,000 and $99,999",Simple,"1,790"
Other Non-Residents,Paper,Self-employment,"Less than $25,000",Complex,"1,480"
Other Non-Residents,Paper,Pension,"Between $25,000 and $49,999",Simple,780
Other Non-Residents,Paper,Self-employment,"Less than $25,000",Simple,470
Other Non-Residents,Paper,Self-employment,"Between $25,000 and $49,999",Complex,460
Other Non-Residents,Paper,Other,"Less than $25,000",Simple,410
Other Non-Residents,Paper,Self-employment,"Between $50,000 and $99,999",Complex,290
Other Non-Residents,Paper,Investment,"Between $25,000 and $49,999",Complex,230
Other Non-Residents,Paper,Pension,"Less than $25,000",Complex,210
Other Non-Residents,Paper,Self-employment,"$100,000 and Above",Complex,210
Other Non-Residents,Paper,Investment,"Between $50,000 and $99,999",Complex,150
Other Non-Residents,Paper,Pension,"Between $50,000 and $99,999",Simple,150
Other Non-Residents,Paper,No income,"Less than $25,000",Complex,130
Other Non-Residents,Paper,Investment,"$100,000 and Above",Complex,120
Other Non-Residents,Paper,Other,"Between $25,000 and $49,999",Simple,100
Other Non-Residents,Paper,Employment,"$100,000 and Above",Complex,90
Other Non-Residents,Paper,Employment,"Less than $25,000",Complex,70
Other Non-Residents,Paper,Other,"Between $50,000 and $99,999",Simple,50
Other Non-Residents,Efile,Employment,"Between $25,000 and $49,999",Simple,50
Other Non-Residents,Paper,Employment,"Between $50,000 and $99,999",Complex,40
Other Non-Residents,Paper,Employment,"Between $25,000 and $49,999",Complex,30
Other Non-Residents,Paper,Other,"Less than $25,000",Complex,30
Other Non-Residents,Paper,Other,"$100,000 and Above",Simple,30
Other Non-Residents,Efile,Employment,"Between $50,000 and $99,999",Simple,30
Other Non-Residents,Paper,Pension,"Between $25,000 and $49,999",Complex,20
Other Non-Residents,Efile,Employment,"Less than $25,000",Simple,20
Other Non-Residents,Paper,Investment,"Less than $25,000",Simple,10
Other Non-Residents,Paper,Self-employment,"$100,000 and Above",Simple,10
Other Non-Residents,Netfile,Employment,"Between $25,000 and $49,999",Simple,10
Other Non-Residents,Paper,Multiple sources of income,"Less than $25,000",Complex,0
Other Non-Residents,Paper,Multiple sources of income,"Less than $25,000",Simple,0
Other Non-Residents,Paper,Multiple sources of income,"Between $25,000 and $49,999",Complex,0
Other Non-Residents,Paper,Other,"Between $25,000 and $49,999",Complex,0
Other Non-Residents,Paper,Other,"Between $50,000 and $99,999",Complex,0
Other Non-Residents,Paper,Other,"$100,000 and Above",Complex,0
Other Non-Residents,Paper,Pension,"Between $50,000 and $99,999",Complex,0
Other Non-Residents,Paper,Pension,"$100,000 and Above",Simple,0
Other Non-Residents,Paper,Self-employment,"Between $25,000 and $49,999",Simple,0
Other Non-Residents,Netfile,Employment,"Less than $25,000",Simple,0
Other Non-Residents,Netfile,Employment,"Between $50,000 and $99,999",Simple,0
Other Non-Residents,Efile,Employment,"$100,000 and Above",Simple,0
Other regions of Alberta,Efile,Employment,"Between $50,000 and $99,999",Simple,"40,880"
Other regions of Alberta,Efile,Employment,"Less than $25,000",Simple,"37,120"
Other regions of Alberta,Efile,Employment,"Between $25,000 and $49,999",Simple,"36,650"
Other regions of Alberta,Efile,Other,"Less than $25,000",Simple,"23,550"
Other regions of Alberta,Netfile,Employment,"Between $50,000 and $99,999",Simple,"22,590"
Other regions of Alberta,Efile,Employment,"Between $50,000 and $99,999",Complex,"21,890"
Other regions of Alberta,Efile,Pension,"Less than $25,000",Simple,"18,740"
Other regions of Alberta,Netfile,Employment,"Between $25,000 and $49,999",Simple,"18,320"
Other regions of Alberta,Efile,Employment,"$100,000 and Above",Complex,"17,750"
Other regions of Alberta,Netfile,Employment,"Less than $25,000",Simple,"16,220"
Other regions of Alberta,Efile,Employment,"$100,000 and Above",Simple,"15,660"
Other regions of Alberta,Efile,Self-employment,"Less than $25,000",Complex,"14,690"
Other regions of Alberta,Efile,Employment,"Between $25,000 and $49,999",Complex,"12,260"
Other regions of Alberta,Efile,Investment,"Between $50,000 and $99,999",Complex,"12,030"
Other regions of Alberta,Efile,Pension,"Less than $25,000",Complex,"11,280"
Other regions of Alberta,Efile,Pension,"Between $25,000 and $49,999",Complex,"11,160"
Other regions of Alberta,Efile,Investment,"$100,000 and Above",Complex,"10,530"
Other regions of Alberta,Efile,Pension,"Between $25,000 and $49,999",Simple,"8,860"
Other regions of Alberta,Efile,Self-employment,"Between $25,000 and $49,999",Complex,"8,460"
Other regions of Alberta,Netfile,Employment,"$100,000 and Above",Simple,"8,280"
Other regions of Alberta,Paper,Other,"Less than $25,000",Simple,"8,250"
Other regions of Alberta,Netfile,Other,"Less than $25,000",Simple,"8,000"
Other regions of Alberta,Efile,Investment,"Between $25,000 and $49,999",Complex,"7,960"
Other regions of Alberta,Paper,Employment,"Less than $25,000",Simple,"7,290"
Other regions of Alberta,Efile,Employment,"Less than $25,000",Complex,"6,740"
Other regions of Alberta,Efile,No income,"Less than $25,000",Simple,"6,120"
Other regions of Alberta,Netfile,Pension,"Less than $25,000",Simple,"5,760"
Other regions of Alberta,Paper,No income,"Less than $25,000",Simple,"5,690"
Other regions of Alberta,Paper,Pension,"Less than $25,000",Simple,"5,460"
Other regions of Alberta,Efile,Pension,"Between $50,000 and $99,999",Complex,"5,360"
Other regions of Alberta,Netfile,Employment,"Between $50,000 and $99,999",Complex,"5,280"
Other regions of Alberta,Paper,Employment,"Between $25,000 and $49,999",Simple,"5,170"
Other regions of Alberta,Efile,Self-employment,"Between $50,000 and $99,999",Complex,"4,950"
Other regions of Alberta,Paper,Employment,"Between $50,000 and $99,999",Simple,"4,900"
Other regions of Alberta,Netfile,Employment,"$100,000 and Above",Complex,"4,590"
Other regions of Alberta,Efile,Other,"Less than $25,000",Complex,"4,450"
Other regions of Alberta,Efile,Investment,"Less than $25,000",Complex,"3,700"
Other regions of Alberta,Efile,Other,"Between $25,000 and $49,999",Simple,"3,540"
Other regions of Alberta,Netfile,Pension,"Between $25,000 and $49,999",Simple,"3,460"
Other regions of Alberta,Netfile,Employment,"Between $25,000 and $49,999",Complex,"2,640"
Other regions of Alberta,Netfile,No income,"Less than $25,000",Simple,"2,340"
Other regions of Alberta,Paper,Pension,"Between $25,000 and $49,999",Simple,"2,200"
Other regions of Alberta,Paper,Pension,"Less than $25,000",Complex,"2,050"
Other regions of Alberta,Efile,Pension,"Between $50,000 and $99,999",Simple,"2,010"
Other regions of Alberta,Efile,Self-employment,"$100,000 and Above",Complex,"1,970"
Other regions of Alberta,Netfile,Pension,"Between $25,000 and $49,999",Complex,"1,780"
Other regions of Alberta,Paper,Employment,"Between $50,000 and $99,999",Complex,"1,700"
Other regions of Alberta,Efile,Other,"Between $25,000 and $49,999",Complex,"1,690"
Other regions of Alberta,Paper,Employment,"$100,000 and Above",Simple,"1,440"
Other regions of Alberta,Netfile,Other,"Between $25,000 and $49,999",Simple,"1,430"
Other regions of Alberta,Netfile,Self-employment,"Less than $25,000",Complex,"1,410"
Other regions of Alberta,Netfile,Employment,"Less than $25,000",Complex,"1,390"
Other regions of Alberta,Netfile,Pension,"Less than $25,000",Complex,"1,330"
Other regions of Alberta,Paper,Pension,"Between $25,000 and $49,999",Complex,"1,270"
Other regions of Alberta,Paper,Employment,"$100,000 and Above",Complex,"1,150"
Other regions of Alberta,Paper,Employment,"Between $25,000 and $49,999",Complex,"1,130"
Other regions of Alberta,Paper,Self-employment,"Less than $25,000",Complex,"1,100"
Other regions of Alberta,Netfile,Pension,"Between $50,000 and $99,999",Simple,"1,100"
Other regions of Alberta,Netfile,Pension,"Between $50,000 and $99,999",Complex,"1,090"
Other regions of Alberta,Netfile,Other,"Less than $25,000",Complex,990
Other regions of Alberta,Paper,Employment,"Less than $25,000",Complex,820
Other regions of Alberta,Paper,Other,"Less than $25,000",Complex,810
Other regions of Alberta,Efile,Other,"Between $50,000 and $99,999",Complex,800
Other regions of Alberta,Efile,Investment,"Less than $25,000",Simple,730
Other regions of Alberta,Paper,Other,"Between $25,000 and $49,999",Simple,710
Other regions of Alberta,Efile,Pension,"$100,000 and Above",Complex,690
Other regions of Alberta,Netfile,Investment,"Between $50,000 and $99,999",Complex,670
Other regions of Alberta,Paper,Self-employment,"Between $25,000 and $49,999",Complex,630
Other regions of Alberta,Paper,Pension,"Between $50,000 and $99,999",Complex,620
Other regions of Alberta,Netfile,Self-employment,"Between $25,000 and $49,999",Complex,600
Other regions of Alberta,Efile,Other,"Between $50,000 and $99,999",Simple,600
Other regions of Alberta,Efile,Other,"$100,000 and Above",Complex,600
Other regions of Alberta,Netfile,Investment,"Between $25,000 and $49,999",Complex,580
Other regions of Alberta,Netfile,Investment,"Less than $25,000",Complex,540
Other regions of Alberta,Paper,Investment,"Between $50,000 and $99,999",Complex,530
Other regions of Alberta,Paper,Pension,"Between $50,000 and $99,999",Simple,510
Other regions of Alberta,Netfile,Investment,"$100,000 and Above",Complex,450
Other regions of Alberta,Paper,Investment,"$100,000 and Above",Complex,440
Other regions of Alberta,Paper,Investment,"Between $25,000 and $49,999",Complex,420
Other regions of Alberta,Netfile,Other,"Between $25,000 and $49,999",Complex,390
Other regions of Alberta,Paper,Investment,"Less than $25,000",Complex,380
Other regions of Alberta,Paper,Self-employment,"Between $50,000 and $99,999",Complex,380
Other regions of Alberta,Netfile,Self-employment,"Between $50,000 and $99,999",Complex,340
Other regions of Alberta,Efile,Other,"$100,000 and Above",Simple,270
Other regions of Alberta,Netfile,Other,"Between $50,000 and $99,999",Simple,250
Other regions of Alberta,Paper,Other,"Between $25,000 and $49,999",Complex,220
Other regions of Alberta,Efile,No income,"Less than $25,000",Complex,200
Other regions of Alberta,Netfile,Investment,"Less than $25,000",Simple,190
Other regions of Alberta,Paper,Investment,"Less than $25,000",Simple,170
Other regions of Alberta,Netfile,Other,"Between $50,000 and $99,999",Complex,170
Other regions of Alberta,Paper,Self-employment,"$100,000 and Above",Complex,160
Other regions of Alberta,Efile,Self-employment,"Less than $25,000",Simple,130
Other regions of Alberta,Netfile,Pension,"$100,000 and Above",Complex,120
Other regions of Alberta,Efile,Investment,"Between $25,000 and $49,999",Simple,120
Other regions of Alberta,Paper,No income,"Less than $25,000",Complex,110
Other regions of Alberta,Netfile,Other,"$100,000 and Above",Complex,110
Other regions of Alberta,Netfile,Self-employment,"$100,000 and Above",Complex,110
Other regions of Alberta,Efile,Pension,"$100,000 and Above",Simple,110
Other regions of Alberta,Paper,Other,"Between $50,000 and $99,999",Complex,90
Other regions of Alberta,Paper,Other,"Between $50,000 and $99,999",Simple,90
Other regions of Alberta,Netfile,Other,"$100,000 and Above",Simple,90
Other regions of Alberta,Paper,Pension,"$100,000 and Above",Complex,80
Other regions of Alberta,Paper,Other,"$100,000 and Above",Complex,60
Other regions of Alberta,Netfile,Pension,"$100,000 and Above",Simple,50
Other regions of Alberta,Paper,Other,"$100,000 and Above",Simple,40
Other regions of Alberta,Netfile,No income,"Less than $25,000",Complex,40
Other regions of Alberta,Efile,Investment,"Between $50,000 and $99,999",Simple,30
Other regions of Alberta,Paper,Investment,"Between $25,000 and $49,999",Simple,20
Other regions of Alberta,Paper,Pension,"$100,000 and Above",Simple,20
Other regions of Alberta,Paper,Self-employment,"Less than $25,000",Simple,20
Other regions of Alberta,Efile,Self-employment,"Between $25,000 and $49,999",Simple,20
Other regions of Alberta,Netfile,Investment,"Between $25,000 and $49,999",Simple,10
Other regions of Alberta,Efile,Multiple sources of income,"Less than $25,000",Simple,10
Other regions of Alberta,Paper,Investment,"Between $50,000 and $99,999",Simple,0
Other regions of Alberta,Paper,Multiple sources of income,"Less than $25,000",Complex,0
Other regions of Alberta,Paper,Multiple sources of income,"Less than $25,000",Simple,0
Other regions of Alberta,Paper,Multiple sources of income,"Between $50,000 and $99,999",Complex,0
Other regions of Alberta,Paper,Self-employment,"Between $25,000 and $49,999",Simple,0
Other regions of Alberta,Paper,Self-employment,"Between $50,000 and $99,999",Simple,0
Other regions of Alberta,Netfile,Investment,"Between $50,000 and $99,999",Simple,0
Other regions of Alberta,Netfile,Multiple sources of income,"Less than $25,000",Complex,0
Other regions of Alberta,Netfile,Multiple sources of income,"Less than $25,000",Simple,0
Other regions of Alberta,Netfile,Multiple sources of income,"Between $25,000 and $49,999",Complex,0
Other regions of Alberta,Netfile,Self-employment,"Less than $25,000",Simple,0
Other regions of Alberta,Efile,Investment,"$100,000 and Above",Simple,0
Other regions of Alberta,Efile,Multiple sources of income,"Less than $25,000",Complex,0
Other regions of Alberta,Efile,Multiple sources of income,"Between $25,000 and $49,999",Complex,0
Other regions of Alberta,Efile,Multiple sources of income,"Between $50,000 and $99,999",Complex,0
Other regions of Alberta,Efile,Self-employment,"$100,000 and Above",Simple,0
Other regions of British Columbia,Efile,Employment,"Less than $25,000",Simple,"25,870"
Other regions of British Columbia,Efile,Employment,"Between $50,000 and $99,999",Simple,"25,280"
Other regions of British Columbia,Efile,Employment,"Between $25,000 and $49,999",Simple,"24,510"
Other regions of British Columbia,Efile,Pension,"Less than $25,000",Simple,"24,060"
Other regions of British Columbia,Netfile,Employment,"Less than $25,000",Simple,"16,960"
Other regions of British Columbia,Netfile,Employment,"Between $50,000 and $99,999",Simple,"16,640"
Other regions of British Columbia,Efile,Other,"Less than $25,000",Simple,"16,570"
Other regions of British Columbia,Netfile,Employment,"Between $25,000 and $49,999",Simple,"15,970"
Other regions of British Columbia,Efile,Pension,"Between $25,000 and $49,999",Simple,"14,680"
Other regions of British Columbia,Efile,Pension,"Between $25,000 and $49,999",Complex,"13,220"
Other regions of British Columbia,Efile,Employment,"Between $50,000 and $99,999",Complex,"12,620"
Other regions of British Columbia,Efile,Pension,"Less than $25,000",Complex,"10,470"
Other regions of British Columbia,Netfile,Pension,"Less than $25,000",Simple,"9,370"
Other regions of British Columbia,Netfile,Other,"Less than $25,000",Simple,"8,500"
Other regions of British Columbia,Paper,Pension,"Less than $25,000",Simple,"8,460"
Other regions of British Columbia,Efile,Self-employment,"Less than $25,000",Complex,"8,140"
Other regions of British Columbia,Efile,Employment,"Between $25,000 and $49,999",Complex,"7,910"
Other regions of British Columbia,Efile,Employment,"$100,000 and Above",Simple,"7,860"
Other regions of British Columbia,Efile,Pension,"Between $50,000 and $99,999",Complex,"7,710"
Other regions of British Columbia,Paper,Employment,"Less than $25,000",Simple,"7,250"
Other regions of British Columbia,Efile,Employment,"$100,000 and Above",Complex,"6,890"
Other regions of British Columbia,Netfile,Pension,"Between $25,000 and $49,999",Simple,"6,210"
Other regions of British Columbia,Efile,Investment,"Between $50,000 and $99,999",Complex,"5,580"
Other regions of British Columbia,Efile,No income,"Less than $25,000",Simple,"5,290"
Other regions of British Columbia,Paper,Other,"Less than $25,000",Simple,"5,210"
Other regions of British Columbia,Efile,Self-employment,"Between $25,000 and $49,999",Complex,"4,580"
Other regions of British Columbia,Netfile,Employment,"$100,000 and Above",Simple,"4,440"
Other regions of British Columbia,Paper,Employment,"Between $25,000 and $49,999",Simple,"4,400"
Other regions of British Columbia,Efile,Employment,"Less than $25,000",Complex,"4,340"
Other regions of British Columbia,Netfile,Employment,"Between $50,000 and $99,999",Complex,"4,170"
Other regions of British Columbia,Efile,Pension,"Between $50,000 and $99,999",Simple,"4,170"
Other regions of British Columbia,Efile,Investment,"Between $25,000 and $49,999",Complex,"4,050"
Other regions of British Columbia,Paper,Pension,"Between $25,000 and $49,999",Simple,"3,890"
Other regions of British Columbia,Efile,Investment,"$100,000 and Above",Complex,"3,760"
Other regions of British Columbia,Paper,Employment,"Between $50,000 and $99,999",Simple,"3,730"
Other regions of British Columbia,Netfile,Pension,"Between $25,000 and $49,999",Complex,"3,120"
Other regions of British Columbia,Netfile,No income,"Less than $25,000",Simple,"3,090"
Other regions of British Columbia,Efile,Self-employment,"Between $50,000 and $99,999",Complex,"3,060"
Other regions of British Columbia,Efile,Investment,"Less than $25,000",Complex,"2,910"
Other regions of British Columbia,Efile,Other,"Less than $25,000",Complex,"2,780"
